"site","state","county","wyear","count2","epi_year","lambda","epi.phase","site.status","mean_early_temp_global","log_early_vpd_global","pre.wns.colony.size","ext_sim_pre_count","mylu.count"
"3zrSqn6","KY","JACKSON",2010,721,-5,1.070637152,"Pre-invasion","Declining",NA,NA,988,988,NA
"3zrSqn6","KY","JACKSON",2012,807,-3,1.057959725,"Pre-invasion","Declining",NA,NA,988,988,NA
"3zrSqn6","KY","JACKSON",2013,989,-2,1.225526642,"Pre-invasion","Declining",NA,NA,988,988,NA
"3zrSqn6","KY","JACKSON",2015,1135,0,1.071272077,"Pre-invasion","Declining",NA,NA,988,988,NA
"3zrSqn6","KY","JACKSON",2016,1250,1,1.101321586,"Invasion","Declining",NA,NA,988,988,NA
"3zrSqn6","KY","JACKSON",2018,1182,3,0.972419662,"Invasion","Declining",NA,NA,988,988,NA
"Adp19Ii","KY","PULASKI",2011,23,-3,1.073922794,"Pre-invasion","Persisting",NA,NA,23,23,NA
"Adp19Ii","KY","PULASKI",2013,24,-1,1.021507837,"Pre-invasion","Persisting",NA,NA,23,23,NA
"Adp19Ii","KY","PULASKI",2014,18,0,0.75,"Pre-invasion","Persisting",NA,NA,23,23,NA
"Adp19Ii","KY","PULASKI",2016,10,2,0.745355992,"Invasion","Persisting",NA,NA,23,23,NA
"Adp19Ii","KY","PULASKI",2018,13,4,1.140175425,"Invasion","Persisting",NA,NA,23,23,NA
"zdP775T","KY","WAYNE",2008,2016,-5,NA,"Pre-invasion","Declining",NA,NA,3406,3406,NA
"zdP775T","KY","WAYNE",2009,2143,-4,1.062996032,"Pre-invasion","Declining",NA,NA,3406,3406,NA
"zdP775T","KY","WAYNE",2011,3407,-2,1.260883557,"Pre-invasion","Declining",NA,NA,3406,3406,NA
"zdP775T","KY","WAYNE",2013,3538,0,1.019043792,"Pre-invasion","Declining",NA,NA,3406,3406,NA
"zdP775T","KY","WAYNE",2015,2879,2,0.902073486,"Invasion","Declining",NA,NA,3406,3406,NA
"zdP775T","KY","WAYNE",2018,2198,5,0.913963126,"Invasion","Declining",NA,NA,3406,3406,NA
"uBaOGbQ","TN","BLOUNT",2009,2,-4,NA,"Pre-invasion","Extirpated",NA,NA,10,10,NA
"uBaOGbQ","TN","BLOUNT",2011,11,-2,2.34520788,"Pre-invasion","Extirpated",NA,NA,10,10,NA
"uBaOGbQ","TN","BLOUNT",2013,3,0,0.522232968,"Pre-invasion","Extirpated",NA,NA,10,10,20
"uBaOGbQ","TN","BLOUNT",2014,2,1,0.666666667,"Invasion","Extirpated",NA,NA,10,10,8
"uBaOGbQ","TN","BLOUNT",2015,1,2,0.5,"Invasion","Extirpated",NA,NA,10,10,NA
"fIDhfNq","KY","CARTER",2009,8774,-4,1.122375698,"Pre-invasion","Persisting",NA,NA,10812,10812,NA
"fIDhfNq","KY","CARTER",2011,10813,-2,1.110131143,"Pre-invasion","Persisting",NA,NA,10812,10812,NA
"fIDhfNq","KY","CARTER",2013,12898,0,1.092164572,"Pre-invasion","Persisting",NA,NA,10812,10812,NA
"fIDhfNq","KY","CARTER",2015,14338,2,1.054345871,"Invasion","Persisting",NA,NA,10812,10812,NA
"fIDhfNq","KY","CARTER",2017,14776,4,1.015159196,"Invasion","Persisting",NA,NA,10812,10812,NA
"fIDhfNq","KY","CARTER",2019,11807,6,0.893904946,"Established","Persisting",NA,NA,10812,10812,NA
"n05xStA","VA","BLAND",2009,1,-2,0.967531779,"Pre-invasion",NA,NA,NA,NA,NA,NA
"kxLVOKl","WV","PENDLETON",2017,9,8,NA,"Established","Extirpated",NA,NA,NA,8,NA
"kxLVOKl","WV","PENDLETON",2018,1,9,0.111111111,"Established","Extirpated",NA,NA,NA,8,NA
"2wktnFT","MO","WASHINGTON",2009,1941,-4,1.01046601,"Pre-invasion","Persisting",NA,NA,2950,2950,NA
"2wktnFT","MO","WASHINGTON",2011,2951,-2,1.233024872,"Pre-invasion","Persisting",NA,NA,2950,2950,NA
"2wktnFT","MO","WASHINGTON",2013,3417,0,1.076063461,"Pre-invasion","Persisting",NA,NA,2950,2950,NA
"2wktnFT","MO","WASHINGTON",2015,2896,2,0.920612335,"Invasion","Persisting",NA,NA,2950,2950,NA
"2wktnFT","MO","WASHINGTON",2017,3265,4,1.061799005,"Invasion","Persisting",NA,NA,2950,2950,NA
"2wktnFT","MO","WASHINGTON",2019,1428,6,0.661336528,"Established","Persisting",NA,NA,2950,2950,NA
"Gxy3hFN","MO","CRAWFORD",2015,24,0,1.075989625,"Pre-invasion","Declining",NA,NA,NA,23,NA
"Gxy3hFN","MO","CRAWFORD",2017,9,2,0.612372436,"Invasion","Declining",NA,NA,NA,23,NA
"DDsSwvW","MO","DENT",2015,1,0,0.982384004,"Pre-invasion",NA,NA,NA,NA,NA,NA
"JkWAwiW","KY","EDMONSON",2009,29,-4,1.017700489,"Pre-invasion","Declining",7.894867076,-1.22397266,31,31,NA
"JkWAwiW","KY","EDMONSON",2011,32,-2,1.050451463,"Pre-invasion","Declining",7.894867076,-1.22397266,31,31,NA
"JkWAwiW","KY","EDMONSON",2013,46,0,1.198957881,"Pre-invasion","Declining",7.894867076,-1.22397266,31,31,NA
"JkWAwiW","KY","EDMONSON",2015,35,2,0.872278376,"Invasion","Declining",7.894867076,-1.22397266,31,31,NA
"JkWAwiW","KY","EDMONSON",2017,19,4,0.736788398,"Invasion","Declining",7.894867076,-1.22397266,31,31,NA
"JkWAwiW","KY","EDMONSON",2019,12,6,0.794719414,"Established","Declining",7.894867076,-1.22397266,31,31,NA
"cQYJtBz","MO","SHANNON",2011,328,-1,NA,"Pre-invasion","Persisting",NA,NA,327,327,NA
"cQYJtBz","MO","SHANNON",2012,347,0,1.057926829,"Pre-invasion","Persisting",NA,NA,327,327,NA
"cQYJtBz","MO","SHANNON",2013,137,1,0.39481268,"Invasion","Persisting",NA,NA,327,327,NA
"cQYJtBz","MO","SHANNON",2015,557,3,2.016356474,"Invasion","Persisting",NA,NA,327,327,NA
"cQYJtBz","MO","SHANNON",2017,298,5,0.731443078,"Invasion","Persisting",NA,NA,327,327,NA
"cQYJtBz","MO","SHANNON",2019,3,7,0.100335009,"Established","Persisting",NA,NA,327,327,NA
"v0N0CQr","KY","JACKSON",2015,2,-1,1.414213562,"Pre-invasion","Extirpated",NA,NA,1,1,NA
"v0N0CQr","KY","JACKSON",2016,2,0,1,"Pre-invasion","Extirpated",NA,NA,1,1,NA
"v0N0CQr","KY","JACKSON",2018,1,2,0.707106781,"Invasion","Extirpated",NA,NA,1,1,NA
"54O6BlT","KY","ROCKCASTLE",2016,1,0,0.832683178,"Pre-invasion",NA,NA,NA,NA,NA,NA
"sxOi4oP","VT","BENNINGTON ",2003,17,-5,1.534206383,"Pre-invasion","Extirpated",2.986603856,NA,16,16,NA
"sxOi4oP","VT","BENNINGTON ",2010,1,2,0.667147069,"Invasion","Extirpated",2.986603856,NA,16,16,NA
"BnpmzqM","PA","MIFFLIN",2004,15,-5,1.553616253,"Pre-invasion","Extirpated",NA,NA,10,10,NA
"BnpmzqM","PA","MIFFLIN",2006,11,-3,0.856348839,"Pre-invasion","Extirpated",NA,NA,10,10,NA
"BnpmzqM","PA","MIFFLIN",2009,3,0,0.648499317,"Pre-invasion","Extirpated",NA,NA,10,10,NA
"BnpmzqM","PA","MIFFLIN",2010,1,1,0.333333333,"Invasion","Extirpated",NA,NA,10,10,3962
"U0iTskd","PA","SOMERSET",2007,140,-4,1.382348001,"Pre-invasion","Declining",10.6,-1.319403795,139,139,NA
"U0iTskd","PA","SOMERSET",2013,96,2,0.939053926,"Invasion","Declining",10.6,-1.319403795,139,139,NA
"U0iTskd","PA","SOMERSET",2015,16,4,0.40824829,"Invasion","Declining",10.6,-1.319403795,139,139,NA
"U0iTskd","PA","SOMERSET",2017,11,6,0.829156198,"Established","Declining",10.6,-1.319403795,139,139,NA
"U0iTskd","PA","SOMERSET",2019,7,8,0.797724035,"Established","Declining",10.6,-1.319403795,139,139,NA
"aqugpu4","AR","STONE",2013,127,-1,NA,"Pre-invasion","Persisting",NA,NA,126,126,NA
"aqugpu4","AR","STONE",2015,117,1,0.959822818,"Invasion","Persisting",NA,NA,126,126,NA
"aqugpu4","AR","STONE",2017,42,3,0.59914469,"Invasion","Persisting",NA,NA,126,126,NA
"aqugpu4","AR","STONE",2018,18,4,0.428571429,"Invasion","Persisting",NA,NA,126,126,NA
"aqugpu4","AR","STONE",2019,173,5,9.611111111,"Invasion","Persisting",NA,NA,126,126,NA
"pNfApYo","WV","TUCKER",2007,321,-5,1.168741822,"Pre-invasion","Persisting",6.394262295,-0.335173788,305,305,NA
"pNfApYo","WV","TUCKER",2009,306,-3,0.976355995,"Pre-invasion","Persisting",6.394262295,-0.335173788,305,305,NA
"pNfApYo","WV","TUCKER",2012,335,0,1.030641898,"Pre-invasion","Persisting",6.394262295,-0.335173788,305,305,NA
"pNfApYo","WV","TUCKER",2015,126,3,0.721841609,"Invasion","Persisting",6.394262295,-0.335173788,305,305,NA
"pNfApYo","WV","TUCKER",2017,75,5,0.77151675,"Invasion","Persisting",6.394262295,-0.335173788,305,305,NA
"pNfApYo","WV","TUCKER",2019,84,7,1.058300524,"Established","Persisting",6.394262295,-0.335173788,305,305,NA
"fis8uDB","KY","LEE",2009,90,-5,1.184210526,"Pre-invasion","Persisting",NA,NA,54,54,NA
"fis8uDB","KY","LEE",2011,63,-3,0.836660027,"Pre-invasion","Persisting",NA,NA,54,54,NA
"fis8uDB","KY","LEE",2013,55,-1,0.934353184,"Pre-invasion","Persisting",NA,NA,54,54,NA
"fis8uDB","KY","LEE",2014,46,0,0.836363636,"Pre-invasion","Persisting",NA,NA,54,54,NA
"fis8uDB","KY","LEE",2017,40,3,0.954481217,"Invasion","Persisting",NA,NA,54,54,NA
"fis8uDB","KY","LEE",2019,65,5,1.274754878,"Invasion","Persisting",NA,NA,54,54,NA
"CWmRGpx","AL","LAWRENCE",2009,55,-5,0.88640526,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2010,110,-4,2,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2011,105,-3,0.954545455,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2012,75,-2,0.714285714,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2013,93,-1,1.24,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2014,69,0,0.741935484,"Pre-invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2016,17,2,0.496363588,"Invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2017,3,3,0.176470588,"Invasion","Persisting",NA,NA,92,92,NA
"CWmRGpx","AL","LAWRENCE",2019,4,5,1.154700538,"Invasion","Persisting",NA,NA,92,92,NA
"07eI3b8","KY","LEE",2013,89,-4,1.179247642,"Pre-invasion","Declining",NA,NA,88,88,NA
"07eI3b8","KY","LEE",2017,19,0,0.679736981,"Pre-invasion","Declining",NA,NA,88,88,NA
"07eI3b8","KY","LEE",2019,13,2,0.827170192,"Invasion","Declining",NA,NA,88,88,NA
"D9kWx2k","KY","BRECKINRIDGE",2008,1982,-4,1.059991871,"Pre-invasion","Declining",NA,NA,2378,2378,NA
"D9kWx2k","KY","BRECKINRIDGE",2010,2379,-2,1.095583281,"Pre-invasion","Declining",NA,NA,2378,2378,NA
"D9kWx2k","KY","BRECKINRIDGE",2012,3272,0,1.172760761,"Pre-invasion","Declining",NA,NA,2378,2378,NA
"D9kWx2k","KY","BRECKINRIDGE",2014,2574,2,0.886946907,"Invasion","Declining",NA,NA,2378,2378,NA
"D9kWx2k","KY","BRECKINRIDGE",2018,2269,6,0.968961426,"Established","Declining",NA,NA,2378,2378,NA
"12YUkDP","AL","LAWRENCE",2009,7,-5,1,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2010,7,-4,1,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2011,8,-3,1.142857143,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2012,11,-2,1.375,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2013,10,-1,0.909090909,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2014,8,0,0.8,"Pre-invasion","Extirpated",NA,NA,9,9,NA
"12YUkDP","AL","LAWRENCE",2016,1,2,0.353553391,"Invasion","Extirpated",NA,NA,9,9,NA
"L5NmhIY","KY","WAYNE",2011,231,-3,0.817930728,"Pre-invasion","Persisting",NA,NA,171,171,NA
"L5NmhIY","KY","WAYNE",2012,172,-2,0.744588745,"Pre-invasion","Persisting",NA,NA,171,171,NA
"L5NmhIY","KY","WAYNE",2014,196,0,1.067489992,"Pre-invasion","Persisting",NA,NA,171,171,NA
"L5NmhIY","KY","WAYNE",2016,391,2,1.412408567,"Invasion","Persisting",NA,NA,171,171,NA
"L5NmhIY","KY","WAYNE",2018,445,4,1.066821174,"Invasion","Persisting",NA,NA,171,171,NA
"tWtJueA","NY","ESSEX",2003,4941,-5,0.962817161,"Pre-invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2005,6819,-3,1.174770192,"Pre-invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2007,9394,-1,1.173721156,"Pre-invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2008,9665,0,1.028848201,"Pre-invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2009,11010,1,1.139161924,"Invasion","Persisting",5.756270492,-4,9393,9393,5616
"tWtJueA","NY","ESSEX",2010,10679,2,0.969936421,"Invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2011,7399,3,0.692855136,"Invasion","Persisting",5.756270492,-4,9393,9393,5963
"tWtJueA","NY","ESSEX",2013,13554,5,1.353465615,"Invasion","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2015,14024,7,1.017190302,"Established","Persisting",5.756270492,-4,9393,9393,NA
"tWtJueA","NY","ESSEX",2017,11084,9,0.889021588,"Established","Persisting",5.756270492,-4,9393,9393,NA
"ErLeGqJ","KY","CARTER",2009,23347,-4,0.79496766,"Pre-invasion","Persisting",NA,NA,35037,35037,NA
"ErLeGqJ","KY","CARTER",2011,35038,-2,1.22505084,"Pre-invasion","Persisting",NA,NA,35037,35037,NA
"ErLeGqJ","KY","CARTER",2013,23632,0,0.821259838,"Pre-invasion","Persisting",NA,NA,35037,35037,NA
"ErLeGqJ","KY","CARTER",2015,27110,2,1.071061774,"Invasion","Persisting",NA,NA,35037,35037,NA
"ErLeGqJ","KY","CARTER",2017,25417,4,0.968272028,"Invasion","Persisting",NA,NA,35037,35037,NA
"ErLeGqJ","KY","CARTER",2019,26238,6,1.016022252,"Established","Persisting",NA,NA,35037,35037,NA
"UAsiUHj","IN","CRAWFORD",2007,4389,-4,0.800397653,"Pre-invasion","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2009,4223,-2,0.980906811,"Pre-invasion","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2011,3059,0,0.851097271,"Pre-invasion","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2013,301,2,0.313684825,"Invasion","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2015,12,4,0.199667498,"Invasion","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2017,7,6,0.763762616,"Established","Declining",8.069063125,NA,4222,4222,NA
"UAsiUHj","IN","CRAWFORD",2019,6,8,0.9258201,"Established","Declining",8.069063125,NA,4222,4222,NA
"ABgFMbf","WV","RANDOLPH",2010,3,-1,3,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"ABgFMbf","WV","RANDOLPH",2011,4,0,1.333333333,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"ABgFMbf","WV","RANDOLPH",2013,1,2,0.5,"Invasion","Extirpated",NA,NA,2,2,NA
"qGUkOZs","MO","FRANKLIN",2009,107,-4,0.981816665,"Pre-invasion","Extirpated",NA,NA,120,120,NA
"qGUkOZs","MO","FRANKLIN",2011,121,-2,1.063410138,"Pre-invasion","Extirpated",NA,NA,120,120,NA
"qGUkOZs","MO","FRANKLIN",2013,126,0,1.020452015,"Pre-invasion","Extirpated",NA,NA,120,120,NA
"qGUkOZs","MO","FRANKLIN",2015,10,2,0.281718085,"Invasion","Extirpated",NA,NA,120,120,NA
"qGUkOZs","MO","FRANKLIN",2017,1,4,0.316227766,"Invasion","Extirpated",NA,NA,120,120,NA
"900sPb2","NY","WARREN",2006,7,-3,7,"Pre-invasion",NA,NA,NA,6,NA,NA
"900sPb2","NY","WARREN",2009,1,0,0.522757959,"Pre-invasion",NA,NA,NA,6,NA,NA
"A8BP7ah","TN","WAYNE",2014,16,0,NA,"Pre-invasion","Extirpated",NA,NA,NA,15,NA
"A8BP7ah","TN","WAYNE",2015,13,1,0.8125,"Invasion","Extirpated",NA,NA,NA,15,19
"A8BP7ah","TN","WAYNE",2017,7,3,0.733799386,"Invasion","Extirpated",NA,NA,NA,15,NA
"A8BP7ah","TN","WAYNE",2019,1,5,0.377964473,"Invasion","Extirpated",NA,NA,NA,15,NA
"hm43ln1","KY","BRECKINRIDGE",2011,16,-2,0.900640026,"Pre-invasion","Declining",NA,NA,19,19,NA
"hm43ln1","KY","BRECKINRIDGE",2012,20,-1,1.25,"Pre-invasion","Declining",NA,NA,19,19,NA
"hm43ln1","KY","BRECKINRIDGE",2013,32,0,1.6,"Pre-invasion","Declining",NA,NA,19,19,NA
"hm43ln1","KY","BRECKINRIDGE",2014,11,1,0.34375,"Invasion","Declining",NA,NA,19,19,NA
"hm43ln1","KY","BRECKINRIDGE",2016,4,3,0.603022689,"Invasion","Declining",NA,NA,19,19,NA
"hm43ln1","KY","BRECKINRIDGE",2018,2,5,0.707106781,"Invasion","Declining",NA,NA,19,19,NA
"zlydhbz","TN","PICKETT",2014,54,0,NA,"Pre-invasion","Declining",NA,NA,NA,53,NA
"zlydhbz","TN","PICKETT",2015,30,1,0.555555556,"Invasion","Declining",NA,NA,NA,53,71
"zlydhbz","TN","PICKETT",2019,7,5,0.69501503,"Invasion","Declining",NA,NA,NA,53,NA
"zoGMViC","NC","HAYWOOD",2008,2,-4,NA,"Pre-invasion",NA,NA,NA,1,NA,NA
"zoGMViC","NC","HAYWOOD",2009,2,-3,1,"Pre-invasion",NA,NA,NA,1,NA,NA
"zoGMViC","NC","HAYWOOD",2010,1,-2,0.5,"Pre-invasion",NA,NA,NA,1,NA,NA
"FlTrM2n","WV","TUCKER",2007,263,-4,1.038204629,"Pre-invasion","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2009,475,-2,1.343906117,"Pre-invasion","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2011,413,0,0.932455728,"Pre-invasion","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2013,80,2,0.440118848,"Invasion","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2015,44,4,0.741619849,"Invasion","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2017,25,6,0.753778361,"Established","Declining",7.279336188,-0.306188639,474,474,NA
"FlTrM2n","WV","TUCKER",2019,21,8,0.916515139,"Established","Declining",7.279336188,-0.306188639,474,474,NA
"TmJk9Ga","KY","TRIGG",2008,2,-5,0.707106781,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"TmJk9Ga","KY","TRIGG",2010,1,-3,0.707106781,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"TmJk9Ga","KY","TRIGG",2012,3,-1,1.732050808,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"TmJk9Ga","KY","TRIGG",2014,2,1,0.816496581,"Invasion","Extirpated",NA,NA,2,2,NA
"TmJk9Ga","KY","TRIGG",2016,2,3,1,"Invasion","Extirpated",NA,NA,2,2,NA
"TmJk9Ga","KY","TRIGG",2018,1,5,0.707106781,"Invasion","Extirpated",NA,NA,2,2,NA
"3xpeysM","IN","HARRISON",2009,28,-3,1.137351629,"Pre-invasion","Extirpated",NA,NA,27,27,NA
"3xpeysM","IN","HARRISON",2012,26,0,0.975599956,"Pre-invasion","Extirpated",NA,NA,27,27,NA
"3xpeysM","IN","HARRISON",2014,14,2,0.733799386,"Invasion","Extirpated",NA,NA,27,27,NA
"3xpeysM","IN","HARRISON",2016,2,4,0.377964473,"Invasion","Extirpated",NA,NA,27,27,NA
"3xpeysM","IN","HARRISON",2018,1,6,0.707106781,"Established","Extirpated",NA,NA,27,27,NA
"i6SutHH","IL",NA,2013,479,0,0.856536324,"Pre-invasion","Persisting",8.073167558,-2.48446524,NA,478,NA
"i6SutHH","IL",NA,2014,41,1,0.08559499,"Invasion","Persisting",8.073167558,-2.48446524,NA,478,6707
"i6SutHH","IL",NA,2015,22,2,0.536585366,"Invasion","Persisting",8.073167558,-2.48446524,NA,478,7399
"i6SutHH","IL",NA,2016,14,3,0.636363636,"Invasion","Persisting",8.073167558,-2.48446524,NA,478,284
"i6SutHH","IL",NA,2018,12,5,0.9258201,"Invasion","Persisting",8.073167558,-2.48446524,NA,478,NA
"i6SutHH","IL",NA,2019,14,6,1.166666667,"Established","Persisting",8.073167558,-2.48446524,NA,478,177
"i6SutHH","IL",NA,2020,5,7,0.357142857,"Established","Persisting",8.073167558,-2.48446524,NA,478,322
"i6SutHH","IL",NA,2021,5,8,1,"Established","Persisting",8.073167558,-2.48446524,NA,478,390
"i6SutHH","IL",NA,2022,9,9,1.8,"Established","Persisting",8.073167558,-2.48446524,NA,478,529
"rQP0Y8g","AR","STONE",2014,2,0,2,"Pre-invasion","Extirpated",NA,NA,NA,1,NA
"rQP0Y8g","AR","STONE",2015,1,1,0.5,"Invasion","Extirpated",NA,NA,NA,1,NA
"CWCInVu","TN","HICKMAN",2012,25,-1,NA,"Pre-invasion","Declining",NA,NA,24,24,NA
"CWCInVu","TN","HICKMAN",2013,50,0,2,"Pre-invasion","Declining",NA,NA,24,24,146
"CWCInVu","TN","HICKMAN",2018,9,5,0.709666821,"Invasion","Declining",NA,NA,24,24,NA
"W795FwG","KY","CHRISTIAN",2009,4,-4,0.894427191,"Pre-invasion","Extirpated",NA,NA,1,1,NA
"W795FwG","KY","CHRISTIAN",2011,2,-2,0.707106781,"Pre-invasion","Extirpated",NA,NA,1,1,NA
"W795FwG","KY","CHRISTIAN",2013,2,0,1,"Pre-invasion","Extirpated",NA,NA,1,1,NA
"W795FwG","KY","CHRISTIAN",2015,1,2,0.707106781,"Invasion","Extirpated",NA,NA,1,1,NA
"aSOl9Uy","MO","SHANNON",2012,11,-3,NA,"Pre-invasion",NA,NA,NA,10,NA,NA
"aSOl9Uy","MO","SHANNON",2015,5,0,0.76888096,"Pre-invasion",NA,NA,NA,10,NA,NA
"41N7uvx","IL","POPE",2011,2,-2,0.181818182,"Pre-invasion","Declining",NA,NA,1,1,NA
"41N7uvx","IL","POPE",2013,4,0,1.414213562,"Pre-invasion","Declining",NA,NA,1,1,NA
"41N7uvx","IL","POPE",2015,2,2,0.707106781,"Invasion","Declining",NA,NA,1,1,NA
"GRlJV4N","VA","BATH",2012,55,3,NA,"Invasion","Declining",NA,NA,NA,54,475
"GRlJV4N","VA","BATH",2013,39,4,0.709090909,"Invasion","Declining",NA,NA,NA,54,1
"GRlJV4N","VA","BATH",2015,28,6,0.847318546,"Established","Declining",NA,NA,NA,54,NA
"GRlJV4N","VA","BATH",2017,21,8,0.866025404,"Established","Declining",NA,NA,NA,54,NA
"GRlJV4N","VA","BATH",2019,17,10,0.899735411,"Established","Declining",NA,NA,NA,54,NA
"75s1EQM","MO","PULASKI",2011,51,-4,1.522557657,"Pre-invasion","Persisting",8.350266393,NA,41,41,NA
"75s1EQM","MO","PULASKI",2013,42,-2,0.907485213,"Pre-invasion","Persisting",8.350266393,NA,41,41,NA
"75s1EQM","MO","PULASKI",2015,1,0,0.15430335,"Pre-invasion","Persisting",8.350266393,NA,41,41,NA
"75s1EQM","MO","PULASKI",2019,2,4,1.414213562,"Invasion","Persisting",8.350266393,NA,41,41,NA
"kjsieKX","IN","MONROE",2007,50,-5,1.961161351,"Pre-invasion","Declining",NA,NA,10,10,NA
"kjsieKX","IN","MONROE",2009,11,-3,0.469041576,"Pre-invasion","Declining",NA,NA,10,10,NA
"kjsieKX","IN","MONROE",2012,59,0,1.750463699,"Pre-invasion","Declining",NA,NA,10,10,NA
"kjsieKX","IN","MONROE",2014,6,2,0.318896402,"Invasion","Declining",NA,NA,10,10,NA
"kjsieKX","IN","MONROE",2016,3,4,0.707106781,"Invasion","Declining",NA,NA,10,10,NA
"kjsieKX","IN","MONROE",2018,2,6,0.816496581,"Established","Declining",NA,NA,10,10,NA
"dw1xe3N","NY","ORANGE",2008,31,-2,1.210189631,"Pre-invasion","Persisting",NA,NA,32,32,NA
"dw1xe3N","NY","ORANGE",2009,33,-1,1.064516129,"Pre-invasion","Persisting",NA,NA,32,32,975
"dw1xe3N","NY","ORANGE",2010,10,0,0.303030303,"Pre-invasion","Persisting",NA,NA,32,32,NA
"dw1xe3N","NY","ORANGE",2011,9,1,0.9,"Invasion","Persisting",NA,NA,32,32,161
"dw1xe3N","NY","ORANGE",2017,3,7,0.832683178,"Established","Persisting",NA,NA,32,32,NA
"dw1xe3N","NY","ORANGE",2019,3,9,1,"Established","Persisting",NA,NA,32,32,NA
"IwTyjSC","TN","BLOUNT",2009,2098,-4,1.216870669,"Pre-invasion","Declining",NA,NA,2491,2491,NA
"IwTyjSC","TN","BLOUNT",2011,2492,-2,1.089861414,"Pre-invasion","Declining",NA,NA,2491,2491,NA
"IwTyjSC","TN","BLOUNT",2016,141,3,0.563033473,"Invasion","Declining",NA,NA,2491,2491,NA
"IwTyjSC","TN","BLOUNT",2018,37,5,0.512261015,"Invasion","Declining",NA,NA,2491,2491,NA
"gGhRSVL","KY","BRECKINRIDGE",2008,9,-4,0.468521286,"Pre-invasion",NA,NA,NA,1,NA,NA
"gGhRSVL","KY","BRECKINRIDGE",2010,1,-2,0.333333333,"Pre-invasion",NA,NA,NA,1,NA,NA
"gGhRSVL","KY","BRECKINRIDGE",2011,2,-1,2,"Pre-invasion",NA,NA,NA,1,NA,NA
"gGhRSVL","KY","BRECKINRIDGE",2012,1,0,0.5,"Pre-invasion",NA,NA,NA,1,NA,NA
"WmqZHyC","KY","CARTER",2011,63,-3,0.866025404,"Pre-invasion","Persisting",NA,NA,126,126,NA
"WmqZHyC","KY","CARTER",2013,127,-1,1.41981443,"Pre-invasion","Persisting",NA,NA,126,126,NA
"WmqZHyC","KY","CARTER",2014,126,0,0.992125984,"Pre-invasion","Persisting",NA,NA,126,126,NA
"WmqZHyC","KY","CARTER",2017,129,3,1.00787434,"Invasion","Persisting",NA,NA,126,126,NA
"WmqZHyC","KY","CARTER",2019,146,5,1.063852878,"Invasion","Persisting",NA,NA,126,126,NA
"qd142t6","PA","FAYETTE",2007,3,-5,1.5,"Pre-invasion","Persisting",NA,NA,2,2,74
"qd142t6","PA","FAYETTE",2012,1,0,0.802741562,"Pre-invasion","Persisting",NA,NA,2,2,NA
